identifier,title,keyword0,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,keyword27,keyword28,keyword29,keyword30,keyword31,keyword32,keyword33,keyword34,keyword35,keyword36,keyword37,keyword38,format,size,interactivityType,learningResourceType0,learningResourceType1,learningResourceType2,learningResourceType3,learningResourceType4,learningResourceType5,learningResourceType6,learningResourceType7,interactivityLevel,difficulty,typicalLearningTime
132,Análise de Sistemas - Engenharia de Requisitos,engenharia de software,engenharia de requisitos,requisitos,requisitos não funcionais,requisitos funcionais,técnicas de análise de requisitos,elicitação de requisitos,etapas da análise de requisitos,etapas,etapas do processo de engenharia de requisitos,etapas do processo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,179925711.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:33:42
195,Conceitos Básicos de IA,inteligência artificial,ia,ai,machine learning,deep learning,processamento de linguagem natural,impacto social,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,221036.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:16:24
163,Arquitetura de Von Neumann (infográfico),história dos computadores,von neumann,neumann,arquitetura,memória,cpu,unidade de controle,unidade lógica aritmética,gargalo de von neumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.IMAGE_PNG,672816.0,InteractivityType.EXPOSITIVE,LearningResourceType.TABLE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:02:00
153,História e Evolução dos Computadores,história dos computadores,1ª geração,2ª geração,3ª geração,4ª geração,válvula,transistor,circuito integrado,microprocessador,pc,5ª geração,computadores,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,18487696.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:02:51
158,Arquitetura de John Von Neumann,história dos computadores,von neumann,neumann,arquitetura,memória,cpu,unidade de controle,unidade lógica aritmética,gargalo de von neumann,registradores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,225250.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:02:50
150,Breve Histórico da Evolução dos Coputadores,história dos computadores,1ª geração,2ª geração,3ª geração,4ª geração,eniac,válvula,transistor,circuito integrado,microprocessador,pc,ibm,mark 1,mainframe,colossus,Workstation,supercomputador,Zuse,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,1443689.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:15:00
184,Introdução à Computação em Nuvem,computação em nuvem,cloud computing,nuvem,computação,computação na nuvem,elasticidade,escalabilidade,iaas,paas,saas,virtualização,computação utilitária,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,5702049.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.GRAPH,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:46:41
140,Começo da Evolução dos Computadores,história dos computadores,ábaco,babbage,ada,ada lovelace,hollerith,boole,álgebra booleana,máquina tabuladora,máquina analítica,computador,máquina,réguas de cálculo,calculadora de pascal,arithmometer,máquina diferencial,Jacquard,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,519022.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.MEDIUM,Difficulty.VERY_EASY,00:11:48
167,Arquitetura de Von Neumann,história dos computadores,von neumann,neumann,arquitetura,memória,cpu,unidade de controle,unidade lógica aritmética,registradores,gargalo de von neumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,118356901.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,00:08:49
192,"O que é Inteligência Artificial, Aplicações e Impactos",inteligência artificial,ia,ai,reconhecimento de padrões,recuperação de informação,processamento de voz,mudanças com a ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,1086962.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:04:21
136,A história dos computadores e da computação,história dos computadores,ábaco,babbage,ada,ada lovelace,hollerith,boole,álgebra booleana,máquina tabuladora,máquina analítica,computador,máquina,1ª geração,2ª geração,3ª geração,4ª geração,eniac,válvula,transistor,circuito integrado,microprocessador,pc,ibm,mark 1,apple,microsoft,intel,,,,,,,,,,,,,Format.APPLICATION_PDF,923810.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.MEDIUM,Difficulty.VERY_EASY,00:29:32
145,Evolução dos Computadores (geração 0),história dos computadores,ábaco,babbage,ada,ada lovelace,hollerith,boole,álgebra booleana,máquina tabuladora,máquina analítica,computador,máquina,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,196652579.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:15:08
191,"Inteligência Artificial, Machine Learning, Deep Learning e Mudanças",inteligência artificial,aprendizado de máquina,machine learning,deep learning,ia,neurônios,ai,impactos da IA,impactos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,8468743.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:24:08
142,Primeiros Passos da História da Computação,história dos computadores,ábaco,babbage,ada,ada lovelace,hollerith,boole,álgebra booleana,máquina tabuladora,máquina analítica,computador,máquina,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,70873135.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:08:36
182,O que é computação em nuvem_ Um guia para iniciantes,computação em nuvem,cloud computing,nuvem,computação,computação na nuvem,elasticidade,escalabilidade,iaas,paas,saas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,172128.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:12:51
159,IArquitetura de Neumann,história dos computadores,von neumann,neumann,arquitetura,memória,cpu,unidade de controle,unidade lógica aritmética,gargalo de von neumann,registradores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,783361.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,00:05:55
188,O que é Cloud Computing - Computação em Nuvem,computação em nuvem,cloud computing,nuvem,computação,computação na nuvem,iaas,paas,saas,tipos de nuvens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,87852016.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:36:02
180,Computação em Nuvem,computação em nuvem,cloud computing,nuvem,computação,computação na nuvem,elasticidade,escalabilidade,iaas,paas,saas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,42302.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:26:51
171,"Big Data, O que é e por que é importan",big data,dados estruturados,dados não estruturados,análise de dados,Variabilidade,grande volume de dados,velocidade,variedade,Complexidade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,186970.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.MEDIUM,Difficulty.VERY_EASY,00:10:29
194,Desafios e oportunidades da inteligência artificial,inteligência artificial,ia,ai,desafios da ia,impactos sociais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,233581858.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:40:12
186,Computação em Nuvem e seus modelos,computação em nuvem,cloud computing,nuvem,computação,computação na nuvem,iaas,paas,saas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,49605612.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:07:24
151,Inteligência Artificial substituindo serviços humanos,inteligência artificial,ia,ai,impactos sociais,serviços,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,86064711.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:12:51
189,Entendendo computação em nuvem,computação em nuvem,cloud computing,nuvem,computação,computação na nuvem,nuvem,computação,computação na nuvem,iaas,saas,paas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,229383505.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.FIGURE,LearningResourceType.SIMULATION,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:10:42
193,Inteligência artificial: a nova dependência?,inteligência artificial,ia,ai,consequências,mudanças,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,211773.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.MEDIUM,Difficulty.DIFFICULT,00:14:08
149,Das toneladas aos microchips,história dos computadores,1ª geração,2ª geração,3ª geração,4ª geração,eniac,válvula,transistor,circuito integrado,microprocessador,pc,ibm,mark 1,5ª geração,processamento verde,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,1102863.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:20:17
183,O que é Computação na Nuvem,computação em nuvem,cloud computing,nuvem,computação,computação na nuvem,elasticidade,escalabilidade,iaas,paas,saas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,179249.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:15:38
156,A Evolução dos Computadores,história dos computadores,1ª geração,2ª geração,3ª geração,4ª geração,válvula,transistor,circuito integrado,microprocessador,pc,eniac,computadores,ibm,5ª geração,microsoft,apple,multicore,processamento verde,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,111245635.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:16:11
157,A evolução dos computadores modernos,história dos computadores,1ª geração,2ª geração,3ª geração,4ª geração,válvula,transistor,edvac,pc,eniac,computadores,ibm,microsoft,apple,mark 1,zuse,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,123389285.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:05:14
154,As Geração dos Computadores,história dos computadores,1ª geração,2ª geração,3ª geração,4ª geração,válvula,transistor,circuito integrado,microprocessador,pc,Zuse,computadores,mark 1,colossus,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,205783798.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:12:22
146,Noção Básica do Histórico,história dos computadores,ábaco,babbage,hollerith,boole,álgebra booleana,máquina tabuladora,máquina analítica,computador,máquina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,87318358.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:02:48
164,Noções sobre a arquitetura de Von Neumann,história dos computadores,von neumann,neumann,arquitetura,memória,cpu,unidade de controle,unidade lógica aritmética,registradores,gargalo de von neumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,15491315.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:03:37
187,Computação em Nuvem - Microsoft Explica,computação em nuvem,cloud computing,nuvem,computação,computação na nuvem,iaas,paas,saas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,391579716.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:12:36
139,Alguns dos primeiros avanços,história dos computadores,ábaco,babbage,ada,ada lovelace,hollerith,boole,álgebra booleana,máquina tabuladora,máquina analítica,computador,máquina,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.IMAGE_PNG,1120880.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:03:00
161,Modelo de Von Neumann,história dos computadores,von neumann,neumann,arquitetura,memória,cpu,unidade de controle,unidade lógica aritmética,gargalo de von neumann,registradores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,225868.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:05:57
177,Você sabe o que é Big Data,big data,mercado do big data,análise de dados,grande volume de dados,velocidade,variedade,dados não estruturados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,55839901.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:05:08
138,Precursores,história dos computadores,ábaco,babbage,ada,ada lovelace,hollerith,boole,álgebra booleana,máquina tabuladora,máquina analítica,computador,máquina,réguas de cálculo,calculadora de pascal,arithmometer,máquina diferencial,Jacquard,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,3396877.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:09:40
148,Gerações de computadores,história dos computadores,1ª geração,2ª geração,3ª geração,4ª geração,eniac,válvula,transistor,circuito integrado,microprocessador,pc,ibm,mark 1,5ª geração,turing,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,1868008.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:15:43
178,O que é Big Data,big data,mercado do big data,análise de dados,grande volume de dados,velocidade,variedade,dados não estruturados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,22664850.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:03:03
168,Introdução à Arquitetura de Von Neumann,história dos computadores,von neumann,neumann,arquitetura,memória,cpu,gargalo de Neumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,8153275.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:02:00
152,Evolução dos computadores (Infográfico),história dos computadores,1ª geração,2ª geração,3ª geração,4ª geração,válvula,transistor,circuito integrado,microprocessador,pc,velocidade,funções,peso,tamanho,,,,,,,,,,,,,,,,,,,,,,,,,,Format.IMAGE_PNG,338291.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:03:00
185,Infográfico computação na nuvem,computação em nuvem,cloud computing,nuvem,computação,computação na nuvem,iaas,paas,saas,tipos de nuvem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.IMAGE_PNG,2654794.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:03:00
176,"Afinal, o que é BIG DATA",big data,mercado do big data,análise de dados,grande volume de dados,velocidade,variedade,dados não estruturados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,23880796.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.SIMULATION,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:03:58
143,Histórico,história dos computadores,ábaco,babbage,ada,ada lovelace,hollerith,boole,álgebra booleana,máquina tabuladora,máquina analítica,computador,máquina,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,208872467.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:14:02
166,Resumo da Arquiteruta de Von Neumann,história dos computadores,von neumann,neumann,arquitetura,memória,cpu,unidade de controle,unidade lógica aritmética,registradores,gargalo de von neumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,23114812.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:05:00
162,Von Neumann e sua arquitetura de computadores,história dos computadores,von neumann,neumann,arquitetura,memória,cpu,unidade de controle,unidade lógica aritmética,gargalo de von neumann,registradores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,256559.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:21:58
160,Introdução à Arquitetura de Von Neumann,história dos computadores,von neumann,neumann,arquitetura,memória,cpu,unidade de controle,unidade lógica aritmética,gargalo de von neumann,registradores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,231751.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:04:04
135,Introdução à História dos Computadores,história dos computadores,ábaco,babbage,ada,ada lovelace,hollerith,boole,álgebra booleana,máquina tabuladora,máquina analítica,computador,máquina,válvula,transistor,circuito integrado,microprocessador,pc,vannevar bush,computadores,ibm,colossus,microsoft,apple,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,255560325.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:20:29
173,A Era do Big Data No Conteúdo Digital_ Os Dados Estruturados e Não Estruturados,big data,análise de dados,dados estruturados,dados não estruturados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,308151.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:15:07
141,Primeiros passos da história da computação,história dos computadores,ábaco,babbage,ada,ada lovelace,hollerith,boole,álgebra booleana,máquina tabuladora,máquina analítica,computador,máquina,réguas de cálculo,calculadora de pascal,arithmometer,máquina diferencial,Jacquard,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,1362521.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:06:41
196,Verdades e Mitos sobre a IA,inteligência artificial,ia,ai,aprendizado de máquina,mitos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.IMAGE_PNG,427618.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:05:00
181,Conceitos e Aplicações da Computação em Nuvem,computação em nuvem,cloud computing,nuvem,computação,computação na nuvem,elasticidade,escalabilidade,iaas,paas,saas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,489645.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:15:40
137,Introdução à história da Computação,história dos computadores,ábaco,babbage,ada,ada lovelace,hollerith,boole,álgebra booleana,máquina tabuladora,máquina analítica,computador,máquina,bastões de napier,réguas de cálculo,calculadora de pascal,calculadora de leibnitz,placa perfurada,arithmometer,máquina diferencial,1ª geração,2ª geração,3ª geração,4ª geração,eniac,válvula,transistor,circuito integrado,microprocessador,pc,ibm,mark 1,,,,,,,,,Format.APPLICATION_PDF,974297.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:45:54
144,Início da História dos Computadores,história dos computadores,ábaco,babbage,ada,ada lovelace,hollerith,boole,álgebra booleana,máquina tabuladora,máquina analítica,computador,máquina,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,100014410.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:10:12
165,A  Arquitetura de Von Neumann,história dos computadores,von neumann,neumann,arquitetura,memória,cpu,unidade de controle,unidade lógica aritmética,registradores,gargalo de von neumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,27245617.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:13:54
179,Aplicações de BIG DATA,big data,análise de dados,grande volume de dados,velocidade,variedade,dados não estruturados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,48350535.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:06:11
174,O que é Big Data Infográfico,big data,mercado do big data,análise de dados,grande volume de dados,velocidade,variedade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.IMAGE_PNG,1884236.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.GRAPH,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:03:00
169,O que é Big Data e para que ele serve,big data,dados estruturados,dados não estruturados,análise de dados,analytics,grande volume de dados,velocidade,variedade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,218273.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:30:50
175,A Revolução dos Dados,big data,mercado do big data,análise de dados,grande volume de dados,velocidade,variedade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,13516145.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.SIMULATION,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:04:59
190,Computação em Nuvem em SI,computação em nuvem,cloud computing,nuvem,computação,computação na nuvem,iaas,saas,paas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,1512424363.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:35:26
170,O que é Big Data,big data,dados estruturados,dados não estruturados,análise de dados,veracidade,grande volume de dados,velocidade,variedade,valor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,469592.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.MEDIUM,Difficulty.VERY_EASY,00:06:20
155,Inteligência Artificial _ Expresso Futuro,inteligência artificial,ia,ai,profissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,372930988.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:27:35
147,O que é IA através de exemplos,inteligência artificial,ia,ai,sistema especialista,sistemas que pensam como humanos,sistemas que agem como humanos,sistemas que pensam logicamente,sistemas que agem logicamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,70131962.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.SIMULATION,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:14:41
172,"Big Data, os novos desafios para o profissional da informação",big data,análise de dados,gestão da informação,analytics,model planning,data preparation,discovery,profissional de informação,volume,variedade,velocidade,veracidade,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,312956.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:40:30
